width,dataset,codec,rows,block_size,chunks,encoded_bytes,ratio,encode_ms,decode_ms,gather_uniform_ms,gather_uniform_chunks,gather_uniform_rows,gather_clustered_ms,gather_clustered_chunks,gather_clustered_rows,point_ms,point_count,plan
32,increasing,AUTO_WITH_SIS,1048576,65536,16,978040,4.28848,767.012,2.30835,1.30314,16,4096,1.67342,16,11089,20.2555,256,"SUB_INT_SPLIT[0-5;6-10;11-31]  -> ([0-5] section) BP  -> ([6-10] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP  -> ([11-31] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP"
32,increasing,SIS_HALVES,1048576,65536,16,2003424,2.09357,594.074,1.64943,0.876269,16,4096,0.924639,16,11089,13.5399,256,"SUB_INT_SPLIT[0-15;16-31]  -> ([0-15] section) BP  -> ([16-31] section) RLE  -> ([valueType] values) BP  -> ([int] counts) UNCOMPRESSED"
32,increasing,SIS_PLANNED,1048576,65536,16,978040,4.28848,708.58,2.54647,1.48699,16,4096,1.75083,16,11089,21.9155,256,"SUB_INT_SPLIT[0-5;6-10;11-31]  -> ([0-5] section) BP  -> ([6-10] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP  -> ([11-31] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP"
64,snowflake,RAW64,1048576,65536,16,8388608,1,1.16305,1.28472,0.012225,16,4096,0.018706,16,11089,0.001094,256,"RAW64"
64,snowflake,SIS64_HALVES,1048576,65536,16,4078048,2.05702,427.048,1.9755,0.900841,16,4096,0.848392,16,11089,13.8789,256,"SUB_INT_SPLIT_64[0-31;32-63]  -> ([0-31] section) BP  -> ([32-63] section) ONE_VALUE"
64,snowflake,SIS64_PLANNED,1048576,65536,16,1332752,6.2942,1295.21,5.41638,3.03208,16,4096,2.77227,16,11089,43.8554,256,"SUB_INT_SPLIT_64[0-3;4-9;10-24;25-31;32-63]  -> ([0-3] section) BP  -> ([4-9] section) RLE  -> ([valueType] values) BP  -> ([int] counts) RLE  -> ([valueType] values) UNCOMPRESSED  -> ([int] counts) UNCOMPRESSED  -> ([10-24] section) DICT -> ([int] codes) BP  -> ([25-31] section) RLE  -> ([valueType] values) BP  -> ([int] counts) RLE  -> ([valueType] values) UNCOMPRESSED  -> ([int] counts) UNCOMPRESSED  -> ([32-63] section) ONE_VALUE"
64,uniform,RAW64,1048576,65536,16,8388608,1,1.14644,1.33946,0.010814,16,4096,0.01842,16,11089,0.001088,256,"RAW64"
64,uniform,SIS64_HALVES,1048576,65536,16,8388928,0.999962,1580.8,1.97531,0.6242,16,4096,0.63252,16,11089,7.21577,256,"SUB_INT_SPLIT_64[0-31;32-63]  -> ([0-31] section) UNCOMPRESSED  -> ([32-63] section) UNCOMPRESSED"
64,uniform,SIS64_PLANNED,1048576,65536,16,8388928,0.999962,3189.35,1.82784,0.565428,16,4096,0.627506,16,11089,7.45377,256,"SUB_INT_SPLIT_64[0-31;32-63]  -> ([0-31] section) UNCOMPRESSED  -> ([32-63] section) UNCOMPRESSED"
64,increasing,RAW64,1048576,65536,16,8388608,1,1.08745,1.11114,0.011985,16,4096,0.021797,16,11089,0.001263,256,"RAW64"
64,increasing,SIS64_HALVES,1048576,65536,16,2927320,2.86563,187.333,2.2092,1.16729,16,4096,1.08602,16,11089,15.6651,256,"SUB_INT_SPLIT_64[0-31;32-63]  -> ([0-31] section) BP  -> ([32-63] section) ONE_VALUE"
64,increasing,SIS64_PLANNED,1048576,65536,16,978040,8.57696,1047.8,3.71283,1.67445,16,4096,1.62006,16,11089,24.1644,256,"SUB_INT_SPLIT_64[0-5;6-10;11-31;32-63]  -> ([0-5] section) BP  -> ([6-10] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP  -> ([11-31] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP  -> ([32-63] section) ONE_VALUE"
64,tweet_ids,RAW64,1048576,65536,16,8388608,1,1.38129,1.30506,0.013055,16,4096,0.021751,16,11089,0.001256,256,"RAW64"
64,tweet_ids,SIS64_HALVES,1048576,65536,16,7703804,1.08889,1075.49,2.54035,1.73318,16,4096,1.35418,16,11089,18.0782,256,"SUB_INT_SPLIT_64[0-31;32-63]  -> ([0-31] section) UNCOMPRESSED  -> ([32-63] section) BP"
64,tweet_ids,SIS64_PLANNED,1048576,65536,16,5425260,1.54621,2461.54,8.2449,5.52604,16,4096,5.23678,16,11089,70.4562,256,"SUB_INT_SPLIT_64[0-2;3-11;12-17;18-21;22-50;51-55;56-63]  -> ([0-2] section) BP  -> ([3-11] section) BP  -> ([12-17] section) BP  -> ([18-21] section) RLE  -> ([valueType] values) BP  -> ([int] counts) PFOR  -> ([22-50] section) BP  -> ([51-55] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP  -> ([56-63] section) RLE  -> ([valueType] values) BP  -> ([int] counts) BP"
